accuracy,loss,val_accuracy,val_loss,learning_rate
0.257662832736969,2.0262064933776855,0.33826860785484314,1.677302360534668,0.0010000000474974513
0.354928582906723,1.649141550064087,0.4105556607246399,1.527955412864685,0.0010000000474974513
0.4173632860183716,1.5092052221298218,0.43929627537727356,1.4986999034881592,0.0010000000474974513
0.45328283309936523,1.4258846044540405,0.4168263375759125,1.4738072156906128,0.0010000000474974513
0.4819313883781433,1.3545407056808472,0.4751785397529602,1.4942651987075806,0.0010000000474974513
0.49629920721054077,1.318647027015686,0.5100156664848328,1.271751046180725,0.0010000000474974513
0.5148032307624817,1.280969262123108,0.5087963938713074,1.3065674304962158,0.0010000000474974513
0.5133664011955261,1.2815918922424316,0.5523427724838257,1.1913567781448364,0.0010000000474974513
0.5270811319351196,1.2463417053222656,0.5641874074935913,1.1654882431030273,0.0010000000474974513
0.5348746180534363,1.2258068323135376,0.5662776231765747,1.1534985303878784,0.0010000000474974513
0.5426245331764221,1.2017232179641724,0.5788190364837646,1.128816843032837,0.0010000000474974513
0.544104814529419,1.2057685852050781,0.3407071828842163,1.9316864013671875,0.0010000000474974513
0.548545777797699,1.1914616823196411,0.34628114104270935,8.652148246765137,0.0010000000474974513
0.5542058348655701,1.1786707639694214,0.573245108127594,1.1331974267959595,0.0010000000474974513
0.5667014718055725,1.1414142847061157,0.6120885014533997,1.0407851934432983,0.0005000000237487257
0.5787182450294495,1.1139943599700928,0.6145271062850952,1.0277987718582153,0.0005000000237487257
0.5818965435028076,1.1082912683486938,0.5622713565826416,1.1707561016082764,0.0005000000237487257
0.5861198306083679,1.0942381620407104,0.6197526454925537,1.0189104080200195,0.0005000000237487257
0.5899947881698608,1.0818800926208496,0.6282877326011658,1.0074338912963867,0.0005000000237487257
0.595045268535614,1.0693258047103882,0.6256749629974365,1.0271631479263306,0.0005000000237487257
0.5997039079666138,1.0679380893707275,0.6216686964035034,1.0311040878295898,0.0005000000237487257
0.6051027774810791,1.0569713115692139,0.6354293823242188,1.0009734630584717,0.0005000000237487257
0.6044061183929443,1.0529909133911133,0.6126110553741455,1.0906853675842285,0.0005000000237487257
0.5998780727386475,1.0564967393875122,0.6122626662254333,1.0315607786178589,0.0005000000237487257
0.6079763174057007,1.046934723854065,0.6260233521461487,1.0173057317733765,0.0005000000237487257
0.6138105392456055,1.0192489624023438,0.6265459060668945,1.0104129314422607,0.0002500000118743628
0.6178596019744873,1.016723871231079,0.6455321311950684,0.9699740409851074,0.0002500000118743628
0.6219522953033447,1.0080965757369995,0.6368228793144226,0.9890022277832031,0.0002500000118743628
0.6201236248016357,1.0013774633407593,0.6376937627792358,0.9811044335365295,0.0002500000118743628
0.6280912756919861,1.0024815797805786,0.6359519362449646,0.9729923605918884,0.0002500000118743628
